p5.js:59193 p5 had problems creating the global function "shuffle", possibly because your code is already using that name as a variable. You may want to rename your variable to something else.
build.js:55 OMNI 0.15 550 0.35 0.95 250
insert-link-icons.js:181 [Violation] Added synchronous DOM mutation listener to a 'DOMNodeInserted' event. Consider using MutationObserver to make the page more responsive.
setupListener @ insert-link-icons.js:181
main_content_script @ insert-link-icons.js:195
(anonymous) @ insert-link-icons.js:27
build.js:110 1 0 0
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
build.js:110 780 39 277
build.js:110 781 39 277
build.js:110 782 40 276
build.js:110 783 39 277
build.js:110 784 39 277
build.js:110 785 38 277
build.js:110 786 39 276
build.js:110 787 40 275
build.js:110 788 40 275
build.js:110 789 40 277
build.js:110 790 41 276
build.js:110 791 41 279
build.js:110 792 42 279
build.js:110 793 42 279
build.js:110 794 42 280
build.js:110 795 42 280
build.js:110 796 42 279
build.js:110 797 42 279
build.js:110 798 42 279
build.js:110 799 44 277
build.js:110 800 44 278
build.js:110 801 44 277
build.js:110 802 44 278
build.js:110 803 44 277
build.js:110 804 44 277
build.js:110 805 46 274
build.js:110 806 46 274
build.js:110 807 46 273
build.js:110 808 46 272
build.js:110 809 46 272
build.js:110 810 46 272
build.js:110 811 45 272
build.js:110 812 46 270
build.js:110 813 46 270
build.js:110 814 45 270
build.js:110 815 45 272
build.js:110 816 46 271
build.js:110 817 46 271
build.js:110 818 46 271
build.js:110 819 46 270
build.js:110 820 47 269
build.js:110 821 47 269
build.js:110 822 47 269
build.js:110 823 47 267
build.js:110 824 47 267
build.js:110 825 47 266
build.js:110 826 47 267
build.js:110 827 47 269
build.js:110 828 47 269
build.js:110 829 47 269
build.js:110 830 47 269
build.js:110 831 47 269
build.js:110 832 47 269
build.js:110 833 47 270
build.js:110 834 47 270
build.js:110 835 47 272
build.js:110 836 47 272
build.js:110 837 47 273
build.js:110 838 47 273
build.js:110 839 47 273
build.js:110 840 47 273
build.js:110 841 46 273
build.js:110 842 46 273
build.js:110 843 46 274
build.js:110 844 47 273
build.js:110 845 47 274
build.js:110 846 47 273
build.js:110 847 47 274
​ 848 47 274
​ 849 47 273
build.js:110 850 46 274
build.js:110 851 45 274
build.js:110 852 45 273
build.js:110 853 45 273
build.js:110 854 45 274
build.js:110 855 46 273
build.js:110 856 46 273
build.js:110 857 46 272
build.js:110 858 46 271
build.js:110 859 46 271
build.js:110 860 46 271
build.js:110 861 46 271
build.js:110 862 46 272
build.js:110 863 46 271
build.js:110 864 44 272
build.js:110 865 44 271
build.js:110 866 44 271
build.js:110 867 44 272
build.js:110 868 44 272
build.js:110 869 44 272
build.js:110 870 44 272
build.js:110 871 44 272
build.js:110 872 44 271
build.js:110 873 44 271
build.js:110 874 44 272
build.js:110 875 44 272
build.js:110 876 43 275
build.js:110 877 43 276
build.js:110 878 43 276
build.js:110 879 43 277
build.js:110 880 43 277
build.js:110 881 43 276
build.js:110 882 43 276
